trait_set,model,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_f1_macro,std_f1_macro,mean_auc_macro_ovr,std_auc_macro_ovr,view,mask_type,date
Ncolor,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-28
Ncolor,lasso,0.8666666666666666,0.13944333775567927,0.8666666666666666,0.13944333775567927,0.8647619047619047,0.14003562876733566,0.8,0.18257418583505533,raw,old_growth,2024-12-28
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
RGB,lasso,0.9666666666666666,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,old_growth,2024-12-29
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-29
Grey,lasso,0.9666666666666666,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,old_growth,2024-12-29
Ncolor,logistic,0.9,0.09128709291752767,0.9,0.09128709291752772,0.8971428571428571,0.09389529557231423,0.9555555555555555,0.06085806194501843,raw,old_growth,2024-12-29
Ncolor,lda,0.8666666666666666,0.13944333775567927,0.8666666666666666,0.13944333775567927,0.8564285714285713,0.15519079764428492,0.9555555555555555,0.06085806194501842,raw,old_growth,2024-12-29
Ncolor,lasso,0.9666666666666666,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,old_growth,2024-12-29
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-30
Grey,lasso,0.9666666666666666,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,old_growth,2024-12-30
Ncolor,logistic,0.9666666666666666,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,old_growth,2024-12-30
Ncolor,lda,0.8666666666666666,0.13944333775567927,0.8666666666666666,0.13944333775567927,0.8647619047619047,0.14003562876733566,0.9777777777777779,0.0496903994999953,raw,old_growth,2024-12-30
Ncolor,lasso,0.9333333333333333,0.09128709291752765,0.9333333333333332,0.09128709291752772,0.9314285714285713,0.09389529557231423,1.0,0.0,raw,old_growth,2024-12-30
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,old_growth,2024-12-31
Ncolor,logistic,0.8333333333333334,0.2041241452319315,0.8333333333333333,0.2041241452319315,0.8285714285714285,0.20995626366712952,0.8777777777777779,0.13833221775543034,raw,old_growth,2024-12-31
Ncolor,lda,0.8333333333333334,0.0,0.8333333333333333,0.0,0.8285714285714285,0.0,0.9111111111111111,0.14487116456005886,raw,old_growth,2024-12-31
Ncolor,lasso,0.8333333333333334,0.16666666666666669,0.8333333333333334,0.16666666666666669,0.824047619047619,0.1777130161236741,0.9111111111111112,0.09296222517045283,raw,old_growth,2024-12-31
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-21
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-21
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-21
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-21
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
HSV,lda,0.9333333333333333,0.09128709291752767,0.9333333333333332,0.09128709291752773,0.9314285714285713,0.09389529557231423,0.9666666666666666,0.07453559924999302,raw,plug,2024-12-22
HSV,lasso,0.9666666666666668,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,plug,2024-12-22
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-22
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-22
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-22
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-22
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-23
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-23
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-23
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-23
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-24
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-24
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-24
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-24
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-25
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-25
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-25
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-25
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-26
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-26
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-26
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-26
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
HSV,logistic,0.9666666666666668,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,1.0,0.0,raw,plug,2024-12-27
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
HSV,lasso,0.9666666666666668,0.07453559924999298,0.9666666666666666,0.07453559924999302,0.9657142857142856,0.07666518779999282,0.9333333333333333,0.14907119849998596,raw,plug,2024-12-27
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-27
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-27
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-27
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-27
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-28
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-28
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-28
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-28
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-29
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-29
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-29
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-29
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-30
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-30
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-30
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-30
RGB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
RGB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
RGB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
HSV,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
HSV,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
HSV,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
LAB,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
LAB,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
LAB,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
Grey,logistic,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
Grey,lda,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
Grey,lasso,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,raw,plug,2024-12-31
Ncolor,logistic,0.7333333333333333,0.190029237516523,0.7333333333333332,0.19002923751652298,0.7211904761904762,0.19807821011979845,0.7,0.17391639824998362,raw,plug,2024-12-31
Ncolor,lda,0.7333333333333333,0.27888667551135854,0.7333333333333333,0.27888667551135854,0.7,0.31374750995027834,0.6222222222222222,0.36514837167011077,raw,plug,2024-12-31
Ncolor,lasso,0.8333333333333333,0.16666666666666669,0.8333333333333333,0.16666666666666669,0.8157142857142856,0.18763770453527004,0.7333333333333333,0.3651483716701107,raw,plug,2024-12-31
